 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.667E-03 0.447E+01 0.311E+01 0.247E+01 0.000E+00 0.504E+03
 0.200E-02 0.402E+02 0.280E+02 0.222E+02 0.000E+00 0.454E+04
 0.333E-02 0.112E+03 0.780E+02 0.619E+02 0.000E+00 0.126E+05
 0.467E-02 0.219E+03 0.153E+03 0.121E+03 0.000E+00 0.247E+05
 0.600E-02 0.362E+03 0.255E+03 0.201E+03 0.000E+00 0.409E+05
 0.733E-02 0.541E+03 0.384E+03 0.301E+03 0.000E+00 0.611E+05
 0.858E-02 0.742E+03 0.530E+03 0.414E+03 0.000E+00 0.838E+05
 0.975E-02 0.958E+03 0.691E+03 0.536E+03 0.000E+00 0.108E+06
 0.109E-01 0.120E+04 0.875E+03 0.675E+03 0.000E+00 0.780E+03
 0.121E-01 0.147E+04 0.109E+04 0.830E+03 0.000E+00 0.958E+03
 0.133E-01 0.177E+04 0.132E+04 0.100E+04 0.000E+00 0.116E+04
 0.144E-01 0.210E+04 0.159E+04 0.119E+04 0.000E+00 0.137E+04
 0.158E-01 0.254E+04 0.195E+04 0.145E+04 0.000E+00 0.166E+04
 0.175E-01 0.311E+04 0.244E+04 0.179E+04 0.000E+00 0.204E+04
 0.192E-01 0.374E+04 0.299E+04 0.217E+04 0.000E+00 0.246E+04
 0.208E-01 0.443E+04 0.362E+04 0.259E+04 0.000E+00 0.293E+04
 0.225E-01 0.518E+04 0.432E+04 0.306E+04 0.000E+00 0.344E+04
 0.242E-01 0.599E+04 0.511E+04 0.357E+04 0.000E+00 0.399E+04
 0.254E-01 0.663E+04 0.574E+04 0.397E+04 0.000E+00 0.442E+04
 0.261E-01 0.704E+04 0.617E+04 0.423E+04 0.000E+00 0.470E+04
 0.269E-01 0.746E+04 0.662E+04 0.451E+04 0.000E+00 0.499E+04
 0.276E-01 0.790E+04 0.710E+04 0.480E+04 0.000E+00 0.529E+04
 0.286E-01 0.851E+04 0.779E+04 0.527E+04 0.000E+00 0.571E+04
 0.299E-01 0.930E+04 0.872E+04 0.598E+04 0.000E+00 0.626E+04
 0.309E-01 0.997E+04 0.000E+00 0.000E+00 0.000E+00 0.673E+04
 0.316E-01 0.105E+05 0.000E+00 0.000E+00 0.000E+00 0.709E+04
 0.328E-01 0.113E+05 0.000E+00 0.000E+00 0.000E+00 0.765E+04
 0.343E-01 0.124E+05 0.000E+00 0.000E+00 0.000E+00 0.845E+04
 0.356E-01 0.271E+07 0.222E+07 0.200E+07 0.175E+07 0.924E+04
 0.369E-01 0.293E+07 0.238E+07 0.214E+07 0.188E+07 0.999E+04
 0.381E-01 0.316E+07 0.254E+07 0.229E+07 0.201E+07 0.108E+05
 0.394E-01 0.340E+07 0.271E+07 0.245E+07 0.214E+07 0.117E+05
 0.406E-01 0.365E+07 0.289E+07 0.261E+07 0.228E+07 0.126E+05
 0.419E-01 0.393E+07 0.308E+07 0.279E+07 0.244E+07 0.135E+05
 0.431E-01 0.422E+07 0.329E+07 0.299E+07 0.260E+07 0.146E+05
 0.444E-01 0.453E+07 0.352E+07 0.320E+07 0.279E+07 0.157E+05
 0.456E-01 0.486E+07 0.378E+07 0.344E+07 0.299E+07 0.169E+05
 0.469E-01 0.523E+07 0.407E+07 0.371E+07 0.321E+07 0.181E+05
 0.481E-01 0.562E+07 0.439E+07 0.401E+07 0.347E+07 0.194E+05
 0.494E-01 0.605E+07 0.476E+07 0.436E+07 0.376E+07 0.208E+05
 0.512E-01 0.337E+05 0.269E+05 0.249E+05 0.216E+05 0.230E+05
 0.535E-01 0.389E+05 0.319E+05 0.296E+05 0.255E+05 0.261E+05
 0.559E-01 0.447E+05 0.378E+05 0.352E+05 0.302E+05 0.295E+05
 0.582E-01 0.510E+05 0.445E+05 0.415E+05 0.354E+05 0.331E+05
 0.606E-01 0.578E+05 0.519E+05 0.485E+05 0.412E+05 0.370E+05
 0.630E-01 0.651E+05 0.600E+05 0.563E+05 0.476E+05 0.411E+05
 0.653E-01 0.728E+05 0.688E+05 0.647E+05 0.544E+05 0.455E+05
 0.677E-01 0.810E+05 0.782E+05 0.737E+05 0.618E+05 0.502E+05
 0.700E-01 0.896E+05 0.882E+05 0.833E+05 0.696E+05 0.551E+05
 0.724E-01 0.986E+05 0.988E+05 0.934E+05 0.778E+05 0.602E+05
 0.748E-01 0.108E+06 0.110E+06 0.104E+06 0.865E+05 0.655E+05
 0.771E-01 0.118E+06 0.122E+06 0.115E+06 0.956E+05 0.711E+05
 0.795E-01 0.128E+06 0.134E+06 0.127E+06 0.105E+06 0.769E+05
 0.818E-01 0.139E+06 0.147E+06 0.140E+06 0.115E+06 0.829E+05
 0.833E-01 0.146E+06 0.155E+06 0.147E+06 0.121E+06 0.866E+05
 0.838E-01 0.148E+06 0.158E+06 0.150E+06 0.123E+06 0.880E+05
 0.853E-01 0.141E+06 0.151E+06 0.144E+06 0.119E+06 0.837E+05
 0.879E-01 0.153E+06 0.166E+06 0.158E+06 0.130E+06 0.904E+05
 0.906E-01 0.166E+06 0.181E+06 0.173E+06 0.141E+06 0.973E+05
 0.932E-01 0.179E+06 0.196E+06 0.188E+06 0.153E+06 0.104E+06
 0.958E-01 0.192E+06 0.212E+06 0.204E+06 0.166E+06 0.112E+06
 0.984E-01 0.206E+06 0.229E+06 0.220E+06 0.179E+06 0.119E+06
 0.101E+00 0.220E+06 0.246E+06 0.237E+06 0.192E+06 0.127E+06
 0.104E+00 0.235E+06 0.264E+06 0.255E+06 0.206E+06 0.136E+06
 0.106E+00 0.275E+06 0.310E+06 0.299E+06 0.242E+06 0.158E+06
 0.108E+00 0.290E+06 0.327E+06 0.316E+06 0.255E+06 0.166E+06
 0.110E+00 0.305E+06 0.345E+06 0.334E+06 0.269E+06 0.174E+06
 0.113E+00 0.320E+06 0.364E+06 0.352E+06 0.284E+06 0.182E+06
 0.115E+00 0.336E+06 0.383E+06 0.371E+06 0.299E+06 0.190E+06
 0.117E+00 0.352E+06 0.403E+06 0.391E+06 0.314E+06 0.199E+06
 0.119E+00 0.369E+06 0.423E+06 0.411E+06 0.330E+06 0.208E+06
 0.121E+00 0.387E+06 0.444E+06 0.431E+06 0.346E+06 0.217E+06
 0.123E+00 0.398E+06 0.457E+06 0.445E+06 0.357E+06 0.223E+06
 0.123E+00 0.403E+06 0.464E+06 0.451E+06 0.362E+06 0.225E+06
 0.124E+00 0.408E+06 0.470E+06 0.457E+06 0.366E+06 0.228E+06
 0.125E+00 0.414E+06 0.476E+06 0.463E+06 0.371E+06 0.231E+06
 0.128E+00 0.439E+06 0.507E+06 0.493E+06 0.395E+06 0.244E+06
