    2    2   -0.201333   -1.113714
    2    3   -0.200000   -1.113714
    2    4   -0.198667   -1.113714
    2    5   -0.197333   -1.113714
    2    6   -0.196000   -1.113714
    2    7   -0.194667   -1.113714
    2    8   -0.193417   -1.113714
    2    9   -0.192250   -1.113714
    2   10   -0.191083   -1.113714
    2   11   -0.189917   -1.113714
    2   12   -0.188750   -1.113714
    2   13   -0.187583   -1.113714
    2   14   -0.186167   -1.113714
    2   15   -0.184500   -1.113714
    2   16   -0.182833   -1.113714
    2   17   -0.181167   -1.113714
    2   18   -0.179500   -1.113714
    2   19   -0.177833   -1.113714
    2   20   -0.176625   -1.113714
    2   21   -0.175875   -1.113714
    2   22   -0.175125   -1.113714
    2   23   -0.174375   -1.113714
    2   24   -0.173375   -1.113714
    2   25   -0.172125   -1.113714
    2   26   -0.171125   -1.113714
    2   27   -0.170375   -1.113714
    2   28   -0.169250   -1.113714
    2   29   -0.167750   -1.113714
    2   30   -0.166375   -1.113714
    2   31   -0.165125   -1.113714
    2   32   -0.163875   -1.113714
    2   33   -0.162625   -1.113714
    2   34   -0.161375   -1.113714
    2   35   -0.160125   -1.113714
    2   36   -0.158875   -1.113714
    2   37   -0.157625   -1.113714
    2   38   -0.156375   -1.113714
    2   39   -0.155125   -1.113714
    2   40   -0.153875   -1.113714
    2   41   -0.152625   -1.113714
    2   42   -0.150821   -1.113714
    2   43   -0.148464   -1.113714
    2   44   -0.146107   -1.113714
    2   45   -0.143750   -1.113714
    2   46   -0.141393   -1.113714
    2   47   -0.139036   -1.113714
    2   48   -0.136679   -1.113714
    2   49   -0.134321   -1.113714
    2   50   -0.131964   -1.113714
    2   51   -0.129607   -1.113714
    2   52   -0.127250   -1.113714
    2   53   -0.124893   -1.113714
    2   54   -0.122536   -1.113714
    2   55   -0.120179   -1.113714
    2   56   -0.118750   -1.113714
    2   57   -0.118250   -1.113714
    2   58   -0.116688   -1.113714
    2   59   -0.114063   -1.113714
    2   60   -0.111438   -1.113714
    2   61   -0.108813   -1.113714
    2   62   -0.106188   -1.113714
    2   63   -0.103563   -1.113714
    2   64   -0.100938   -1.113714
    2   65   -0.098313   -1.113714
    2   66   -0.095906   -1.113714
    2   67   -0.093719   -1.113714
    2   68   -0.091531   -1.113714
    2   69   -0.089344   -1.113714
    2   70   -0.087156   -1.113714
    2   71   -0.084969   -1.113714
    2   72   -0.082781   -1.113714
    2   73   -0.080594   -1.113714
    2   74   -0.079188   -1.113714
    2   75   -0.078563   -1.113714
    2   76   -0.077938   -1.113714
    2   77   -0.077313   -1.113714
    2   78   -0.074292   -1.113714
    2   79   -0.068875   -1.113714
    2   80   -0.063458   -1.113714
    2   81   -0.058042   -1.113714
    2   82   -0.052625   -1.113714
    2   83   -0.047208   -1.113714
    2   84   -0.041792   -1.113714
    2   85   -0.036375   -1.113714
    2   86   -0.030958   -1.113714
    2   87   -0.025542   -1.113714
    2   88   -0.020125   -1.113714
    2   89   -0.014708   -1.113714
    2   90   -0.011250   -1.113714
    2   91   -0.009750   -1.113714
    2   92   -0.008250   -1.113714
    2   93   -0.006750   -1.113714
    2   94   -0.005959   -1.113714
    2   95   -0.005878   -1.113714
    2   96   -0.005797   -1.113714
    2   97   -0.005716   -1.113714
    2   98   -0.005634   -1.113714
    2   99   -0.005553   -1.113714
    2  100   -0.005472   -1.113714
    2  101   -0.005390   -1.113714
    2  102   -0.005309   -1.113714
    2  103   -0.005228   -1.113714
    2  104   -0.005147   -1.113714
    2  105   -0.005065   -1.113714
    2  106   -0.004984   -1.113714
    2  107   -0.004903   -1.113714
    2  108   -0.004822   -1.113714
    2  109   -0.003895   -1.113714
    2  110   -0.002123   -1.113714
    2  111   -0.000352   -1.113714
    2  112    0.001420   -1.113714
    2  113    0.002347   -1.113714
    2  114    0.002428   -1.113714
    2  115    0.002509   -1.113714
    2  116    0.002590   -1.113714
    2  117    0.002672   -1.113714
    2  118    0.002753   -1.113714
    2  119    0.002834   -1.113714
    2  120    0.002916   -1.113714
    2  121    0.002997   -1.113714
    2  122    0.003078   -1.113714
    2  123    0.003159   -1.113714
    2  124    0.003241   -1.113714
    2  125    0.003322   -1.113714
    2  126    0.003403   -1.113714
    2  127    0.003484   -1.113714
    2  128    0.004272   -1.113714
    2  129    0.005767   -1.113714
    2  130    0.007263   -1.113714
    2  131    0.008757   -1.113714
    2  132    0.010252   -1.113714
    2  133    0.017700   -1.113714
    2  134    0.031100   -1.113714
    2  135    0.044500   -1.113714
    2  136    0.057900   -1.113714
    2  137    0.071300   -1.113714
    2  138    0.098000   -1.113714
    2  139    0.138000   -1.113714
    2  140    0.178000   -1.113714
    2  141    0.218000   -1.113714
    2  142    0.258000   -1.113714
    2  143    0.298000   -1.113714
    2  144    0.338000   -1.113714
    2  145    0.378000   -1.113714
    2  146    0.418000   -1.113714
    2  147    0.458000   -1.113714
    2  148    0.498000   -1.113714
    2  149    0.538000   -1.113714
    2  150    0.578000   -1.113714
    2  151    0.618000   -1.113714
    2  152    0.658000   -1.113714
    2  153    0.698000   -1.113714
    2  154    0.738000   -1.113714
    2  155    0.778000   -1.113714
    2  156    0.818000   -1.113714
    2  157    0.858000   -1.113714
    2  158    0.898000   -1.113714
    2  159    0.938000   -1.113714
    2  160    0.978000   -1.113714
    3    2   -0.201333   -1.035143
    3    3   -0.200000   -1.035143
    3    4   -0.198667   -1.035143
    3    5   -0.197333   -1.035143
    3    6   -0.196000   -1.035143
    3    7   -0.194667   -1.035143
    3    8   -0.193417   -1.035143
    3    9   -0.192250   -1.035143
    3   10   -0.191083   -1.035143
    3   11   -0.189917   -1.035143
    3   12   -0.188750   -1.035143
    3   13   -0.187583   -1.035143
    3   14   -0.186167   -1.035143
    3   15   -0.184500   -1.035143
    3   16   -0.182833   -1.035143
    3   17   -0.181167   -1.035143
    3   18   -0.179500   -1.035143
    3   19   -0.177833   -1.035143
    3   20   -0.176625   -1.035143
    3   21   -0.175875   -1.035143
    3   22   -0.175125   -1.035143
    3   23   -0.174375   -1.035143
    3   24   -0.173375   -1.035143
    3   25   -0.172125   -1.035143
